,,url,location,location extra,text,title,languageCode,publisher.name,publisher.site,reviewDate,claimDate,claimant,claimant_canonical_name,claimant_party,textualRating,reason,ratingsimp,T/F RQ1,is_politician_strict,rand_num
,2260,https://www.politifact.com/factchecks/2019/may/20/amy-klobuchar/yes-us-suicides-have-risen-30-past-decade-and-half/,Public Event,,We’ve had a 30% increase in suicides in this country in just 15 years.',Yes; US suicides have risen by 30% in past decade and a half,en,PolitiFact,politifact.com,2019-05-20T16:42:45Z,2019-05-08T00:00:00Z,Amy Klobuchar,Amy Klobuchar,Democratic,TRUE,,6 True,True)ish,TRUE,933
,363,https://www.politifact.com/factchecks/2021/mar/19/duey-stroebel/record-turnouts-after-voter-id-law-passed-not-real/,TV Appearance,Regional Station,We’ve had more voter turnout since voter ID was passed than ever before.',Record turnouts after voter ID law passed? Not really,en,PolitiFact,politifact.com,,2021-03-07T00:00:00Z,Duey Stroebel,Duey Stroebel,Republican,Mostly False,,3 Mostly False,False(ish),TRUE,1754
,5569,https://www.politifact.com/factchecks/2019/jun/10/bill-de-blasio/de-blasio-claims-city-helped-people-out-poverty/,TV Appearance,MSNBC,We’ve lifted hundreds of thousands of people out of poverty in the last five years.',De Blasio claims city helped people out of poverty,en,PolitiFact,politifact.com,,2019-05-17T00:00:00Z,Bill de Blasio,Bill de Blasio,Democratic,Half True,,4 Half True,True)ish,TRUE,1451
,1430,http://www.politifact.com/factchecks/2017/apr/09/ben-cardin/did-senate-republicans-filibuster-obama-court-nomi/,TV Appearance,FOX,We’ve seen more filibusters on judicial nominees by the Republicans under President Obama than we saw in the whole history of the United States Senate.',Did Senate Republicans filibuster Obama court nominees more than all others combined?,en,PolitiFact,politifact.com,2017-04-09T22:42:21Z,2017-04-09T00:00:00Z,Ben Cardin,Ben Cardin,Democratic,Half True,,4 Half True,True)ish,TRUE,1271
,4472,https://www.politifact.com/factchecks/2020/may/06/dan-forest/no-flu-hasnt-killed-more-people-coronavirus/,Public Event,,We’ve still had more deaths to the flu this year than we've had COVID-19.',No; the flu hasn't killed more people than coronavirus,en,PolitiFact,politifact.com,,2020-05-07T00:00:00Z,Dan Forest,Dan Forest,Republican,FALSE,,2 False,False(ish),TRUE,1726
,5692,http://www.politifact.com/factchecks/2016/sep/23/sylvester-turner/sylvester-turner-calls-houston-nations-most-divers/,Social Media,Twitter,Welcome to #Houston; the most #diverse city in #America.',Sylvester Turner calls Houston nation's most diverse city,en,PolitiFact,politifact.com,2016-09-23T22:16:19Z,2016-07-26T00:00:00Z,Sylvester Turner,Sylvester Turner,Democratic,Mostly True,,5 Mostly True,True)ish,TRUE,936
,4404,http://www.politifact.com/factchecks/2018/may/10/adam-putnam/how-much-do-welders-and-pipefitters-make-according/,Public Event,,Welders are coming out of their tech schools at $28 an hour' and 'pipefitters are making six figures.',How much money do welders; pipefitters make? Adam Putnam says it's huge,en,PolitiFact,politifact.com,2018-05-10T13:29:09Z,2018-05-05T00:00:00Z,Adam Putnam,Adam Putnam,Republican,Half True,,4 Half True,True)ish,TRUE,2009
,1599,http://www.politifact.com/factchecks/2018/mar/23/evan-jenkins/does-west-virginia-lead-nation-overdose-drug-death/,Written Statement,Press Release,West Virginia 'has the highest overdose death rate in the nation.',Does West Virginia lead the nation in overdose drug death rate? Yes,en,PolitiFact,politifact.com,2018-03-23T16:03:01Z,2018-03-23T00:00:00Z,Evan Jenkins,Evan Jenkins (politician),Republican,TRUE,,6 True,True)ish,FALSE,558
,5885,https://www.politifact.com/factchecks/2018/nov/01/joe-manchin/does-west-virginia-have-more-overdoses-any-state/,Social Media,Twitter,West Virginia 'has the highest overdose rate per capita of any state in our nation.',Does West Virginia have more overdoses than any state?,en,PolitiFact,politifact.com,2018-11-01T18:37:57Z,2018-10-03T00:00:00Z,Joe Manchin,Joe Manchin,Democratic,TRUE,,6 True,True)ish,TRUE,2301
,329,https://www.politifact.com/factchecks/2021/mar/25/jim-justice/west-virginia-only-state-decline-population-over-l/,Social Media,Twitter,West Virginia 'is the only state to decline in population over the last 70 years',Yes; West Virginia is the only state to lose population over the past 70 years,en,PolitiFact,politifact.com,,2021-03-04T00:00:00Z,Jim Justice,Jim Justice,Republican,TRUE,,6 True,True)ish,TRUE,638
,1799,https://www.politifact.com/factchecks/2018/oct/11/joe-manchin/joe-manchin-wrong-wva-first-nation-veterans/,Speech/Remarks,Unspecified,West Virginia has 'more veterans per capita' than any state.,Joe Manchin wrong that W.Va. is first in nation in veterans,en,PolitiFact,politifact.com,2018-10-11T22:29:42Z,2018-09-16T00:00:00Z,Joe Manchin,Joe Manchin,Democratic,FALSE,,2 False,False(ish),TRUE,756
,1960,https://www.politifact.com/factchecks/2020/oct/15/jim-justice/fact-checking-jim-justice-west-virginias-veteran-p/,Social Media,Facebook,West Virginia has one of the greatest percentages of veterans in any state.',Fact-checking Jim Justice on West Virginia's veteran population,en,PolitiFact,politifact.com,,2020-09-14T00:00:00Z,Jim Justice,Jim Justice,Republican,TRUE,,6 True,True)ish,TRUE,1817
,6857,https://www.politifact.com/factchecks/2020/nov/06/paula-jean-swearengin/does-wva-rank-near-last-education-drinking-water-c/,Social Media,Twitter,West Virginia is near last in the U.S.' rankings of education; clean drinking water; and child mortality.,Does W.Va. rank near last in education; drinking water; child mortality?,en,PolitiFact,politifact.com,,2020-09-10T00:00:00Z,Paula Jean Swearengin,Paula Jean Swearengin,Democratic,Mostly True,,5 Mostly True,True)ish,TRUE,1715
,987,https://www.politifact.com/factchecks/2020/jul/29/jim-justice/west-virginia-oldest-state-jim-justice-says/,Speech/Remarks,Press Event,West Virginia is the state with the oldest population.,Is West Virginia the 'oldest' state; as Jim Justice says?,en,PolitiFact,politifact.com,,2020-07-27T00:00:00Z,Jim Justice,Jim Justice,Republican,Half True,,4 Half True,True)ish,TRUE,2026
,762,http://www.politifact.com/factchecks/2017/jul/07/raymond-walter/where-are-property-taxes-highest-new-york/,Written Statement,Press Release,Western New Yorkers pay some of the highest property taxes in the state.',Who pays the highest property taxes in New York?,en,PolitiFact,politifact.com,2017-07-07T19:59:30Z,2017-06-23T00:00:00Z,Raymond Walter,Raymond Walter,Republican,Half True,,4 Half True,True)ish,TRUE,1500
,6961,http://www.politifact.com/factchecks/2017/may/15/richard-blumenthal/gop-health-care-bill-yanks-tax-credits-away-vetera/,Speech/Remarks,Press Event,What does Trumpcare do? Yank tax credits away from veterans unlike any other American.',GOP health care bill 'yanks tax credits away from veterans;' Sen. Blumenthal says,en,PolitiFact,politifact.com,2017-05-15T20:32:34Z,2017-05-09T00:00:00Z,Richard Blumenthal,Richard Blumenthal,Democratic,Half True,,4 Half True,True)ish,TRUE,2261
,2552,http://www.politifact.com/factchecks/2016/oct/20/hillary-clinton/what-hillary-clintons-plans-mean-us-debt/,Debate,Election Debate,What I have put forward does not add a penny to the debt.',What Hillary Clinton's plans mean for the US debt,en,PolitiFact,politifact.com,2016-10-20T18:08:13Z,2016-10-19T00:00:00Z,Hillary Clinton,Hillary Clinton,Democratic,Half True,,4 Half True,True)ish,TRUE,1001
,6464,http://www.politifact.com/factchecks/2017/oct/27/mark-pocan/death-tax-republicans-want-repeal-paid-only-2-1000/,Interview,,What Republicans call the 'death tax' is the estate tax 'on the ultra wealthy' which; in 2016; was paid by only 'two out of every 1;000 people.',Death tax' that Republicans want to repeal is paid by only 2 of 1;000 people who die?,en,PolitiFact,politifact.com,2017-10-27T16:27:15Z,2017-10-18T00:00:00Z,Mark Pocan,Mark Pocan,Democratic,TRUE,,6 True,True)ish,TRUE,2350
,2357,http://www.politifact.com/factchecks/2016/oct/19/hillary-clinton/hillary-clinton-says-supreme-court-gun-decision-de/,Debate,Election Debate,What the District of Columbia was trying to do (with its handgun ban) was to protect toddlers from guns.',Hillary Clinton says Supreme Court gun decision dealt with protecting toddlers,en,PolitiFact,politifact.com,2016-10-20T03:00:06Z,2016-10-19T00:00:00Z,Hillary Clinton,Hillary Clinton,Democratic,Half True,,4 Half True,True)ish,TRUE,807
,929,https://www.politifact.com/factchecks/2016/jul/17/reince-priebus/gop-chair-wrongly-claims-facts-show-children-do-be/,TV Appearance,NBC,What the facts say' is ... 'the best scenario for kids is a loving mom and dad.',GOP chair wrongly claims 'facts' show children do better with straight parents,en,PolitiFact,politifact.com,2016-07-17T20:29:59Z,2016-07-17T00:00:00Z,Reince Priebus,Reince Priebus,Republican,FALSE,,2 False,False(ish),TRUE,1894
,1973,https://www.politifact.com/factchecks/2018/oct/18/andrew-gillum/florida-democrats-say-ron-desantis-wants-send-canc/,Advertisement,,When (Ron DeSantis) was asked what cancer patients should do without health insurance; DeSantis said 'show up to the emergency room.'',Did Ron DeSantis say cancer patients should be treated at emergency rooms?,en,PolitiFact,politifact.com,2018-10-18T16:16:06Z,2018-09-26T00:00:00Z,Andrew Gillum,Andrew Gillum,Democratic,Half True,,4 Half True,True)ish,TRUE,347
,876,http://www.politifact.com/factchecks/2018/mar/07/mahlon-mitchell/first-response-was-applaud-walker-recognizing-fire/,Social Media,Twitter,When @ScottWalker told firefighters we didn’t need to worry about Act 10; we said hell no; we stand with working Wisconsinites everywhere.',Governor candidate Mahlon Mitchell didn't initially fight Scott Walker's Act 10 union-curbing law,en,PolitiFact,politifact.com,2018-03-07T16:36:40Z,2018-01-17T00:00:00Z,Mahlon Mitchell,Mahlon Mitchell,Democratic,Mostly False,,3 Mostly False,False(ish),FALSE,778
,7343,https://www.politifact.com/factchecks/2018/aug/01/gwen-graham/gwen-graham-lacks-proof-florida-gov-rick-scott-tri/,Social Media,Twitter,When a sinkhole began dumping toxic water in Florida's aquifer; Rick Scott tried to cover it up.',Gwen Graham lacks proof that Florida Gov. Rick Scott covered up Mosaic sinkhole,en,PolitiFact,politifact.com,2018-08-01T18:07:13Z,2018-07-18T00:00:00Z,Gwen Graham,Gwen Graham,Democratic,Mostly False,,3 Mostly False,False(ish),TRUE,95
,1219,http://www.politifact.com/factchecks/2016/may/23/celia-israel/celia-israel-says-student-education-spending-flat-/,Written Statement,Press Release,When adjusted for inflation; (Texas) per-student spending has remained relatively flat over the past 16 years. Despite that trend; Texas schools in 2017 will receive $381 less per student than they did in 2003.',Celia Israel says per-student education spending flat with 2017 expenditures $381 behind 2003,en,PolitiFact,politifact.com,2016-05-24T21:05:12Z,2016-05-13T00:00:00Z,Celia Israel,Celia Israel,Democratic,Half True,,4 Half True,True)ish,TRUE,868
,3338,http://www.politifact.com/factchecks/2016/nov/01/elise-stefanik/stefanik-ad-takes-derricks-comments-out-context/,Advertisement,,When asked about bills in Congress important to the North Country; Derrick responded ‘I just don’t know enough about it.’,Stefanik ad takes Derrick's comments out of context,en,PolitiFact,politifact.com,2016-11-03T17:49:11Z,2016-10-06T00:00:00Z,Elise Stefanik,Elise Stefanik,Republican,Mostly False,,3 Mostly False,False(ish),TRUE,2323
,4037,http://www.politifact.com/factchecks/2016/oct/18/patrick-murphy/rubio-called-equal-pay-women-waste-time-murphy-say/,Debate,Election Debate,When asked about equal pay for women; (Rubio’s) quote was that it was a waste of time.',Marco Rubio called equal pay for women 'a waste of time;' Patrick Murphy says,en,PolitiFact,politifact.com,2016-10-18T20:20:07Z,2016-10-17T00:00:00Z,Patrick Murphy,Patrick Murphy (Pennsylvania politician),Democratic,Half True,,4 Half True,True)ish,TRUE,1295
,4027,https://www.politifact.com/factchecks/2020/jan/29/mike-pompeo/no-evidence-mike-pompeos-claim-hes-defended-ambass/,Interview,,When asked if he’s defended former U.S. ambassador to Ukraine Marie Yovanovitch; 'I've defended every single person on this team.',No evidence that Mike Pompeo has publicly defended Marie Yovanovitch,en,PolitiFact,politifact.com,,2020-01-24T00:00:00Z,Mike Pompeo,Mike Pompeo,Republican,FALSE,,2 False,False(ish),TRUE,2150
,6652,http://www.politifact.com/factchecks/2017/jun/23/dan-patrick/dan-patrick-notes-education-absorbs-52-percent-bud/,Written Statement,,When colleges and universities are added; education spending is the biggest item in the state budget — about 52 percent of all state dollars.',Dan Patrick notes education absorbs 52 percent of budgeted state spending,en,PolitiFact,politifact.com,2017-06-23T10:56:54Z,2017-06-08T00:00:00Z,Dan Patrick,Dan Patrick (politician),Republican,Mostly True,,5 Mostly True,True)ish,TRUE,1346
,744,https://www.politifact.com/factchecks/2019/may/20/cory-booker/fact-checking-cory-bookers-statistic-about-connect/,TV Appearance,ABC,When Connecticut did licensing; their shootings dropped; their murders dropped 40%. Suicides dropped 15%.',Cory Booker points to Connecticut; where he says a tough gun law led to fewer deaths,en,PolitiFact,politifact.com,2019-05-20T15:26:33Z,2019-05-12T00:00:00Z,Cory Booker,Cory Booker,Democratic,Mostly True,,5 Mostly True,True)ish,TRUE,1489
,857,http://www.politifact.com/factchecks/2016/oct/04/tim-kaine/Kaine-Trump-said-undocumented-immigrants-will-al/,Debate,Election Debate,When Donald Trump spoke in Phoenix; he looked the audience in the eye and he said ‘no; we're building a wall and we're deporting everybody.’ He said; quote; ‘they will all be gone. They will all be gone.’ This is one of the ones where you can go to the tape on it and see what Donald Trump has said.',Kaine: Trump said undocumented immigrants 'will all be gone',en,PolitiFact,politifact.com,2016-10-05T04:07:51Z,2016-10-04T00:00:00Z,Tim Kaine,Tim Kaine,Democratic,Half True,,4 Half True,True)ish,TRUE,2502
,737,https://www.politifact.com/factchecks/2020/feb/24/bernie-sanders/sanders-correct-cuba-literacy-campaign-skimps-prop/,TV Appearance,CBS,When Fidel Castro came into office; you know what he did? He had a massive literacy program.',Fact-checking Bernie Sanders' claim on Cuba literacy under Castro,en,PolitiFact,politifact.com,,2020-02-23T00:00:00Z,Bernie Sanders,Bernie Sanders,Democratic,Mostly True,,5 Mostly True,True)ish,TRUE,2159
,365,https://www.politifact.com/factchecks/2021/mar/19/ron-desantis/fact-checking-desantis-sanctuary-cities-e-verify-l/,TV Appearance,FOX,When I became governor; we banned sanctuary cities and we also did E-Verify.',Fact-checking DeSantis on sanctuary cities; E-Verify laws,en,PolitiFact,politifact.com,,2021-03-13T00:00:00Z,Ron DeSantis,Ron DeSantis,Republican,Mostly True,,5 Mostly True,True)ish,TRUE,2243
,6788,http://www.politifact.com/factchecks/2017/may/05/antonio-villaraigosa/villaraigosas-mostly-true-claim-about-rise-school-/,Speech/Remarks,Unspecified,When I became mayor of Los Angeles; we had a 44 percent (high school) graduation rate. I said that was unacceptable. I challenged that notion. I said the mayor needs to be involved with our schools. We need to partner together. As I left; after a number of reforms; we grew our graduation rate from 44 percent to 72.',Villaraigosa's Mostly True claim about the rise in school graduation rates,en,PolitiFact,politifact.com,2017-05-05T19:20:05Z,2017-03-23T00:00:00Z,Antonio Villaraigosa,Antonio Villaraigosa,Democratic,Mostly True,,5 Mostly True,True)ish,TRUE,685
,7489,http://www.politifact.com/factchecks/2017/nov/03/michael-kearns/kearns-constant-critic-sheldon-silver-while-assemb/,Advertisement,,When I saw corruption and sexual harassment cover-ups I called on Sheldon Silver to resign.',Kearns a constant critic to Sheldon Silver while in Assembly,en,PolitiFact,politifact.com,2017-11-06T15:26:14Z,2017-10-23T00:00:00Z,Michael P. Kearns,Michael P. Kearns,Democratic,TRUE,,6 True,True)ish,TRUE,1349
,4606,http://www.politifact.com/factchecks/2016/may/22/hillary-clinton/hillary-clintons-approval-rating-secretary-state-w/,TV Appearance,NBC,When I was secretary of state; I had a very high approval rating.',Hillary Clinton's approval ratings as secretary of state were high; but they're not now,en,PolitiFact,politifact.com,2016-05-22T20:18:13Z,2016-05-22T00:00:00Z,Hillary Clinton,Hillary Clinton,Democratic,TRUE,,6 True,True)ish,TRUE,2136
,5683,http://www.politifact.com/factchecks/2012/jan/23/newt-gingrich/newt-gingrich-repeats-claim-he-balanced-federal-bu/,Debate,Election Debate,When I was speaker; we had four consecutive balanced budgets.',Newt Gingrich repeats claim that he balanced the federal budget four times as speaker,en,PolitiFact,politifact.com,2016-07-15T16:17:09Z,2012-01-23T00:00:00Z,Newt Gingrich,Newt Gingrich,Republican,FALSE,,2 False,False(ish),TRUE,979
,3548,https://www.politifact.com/factchecks/2020/sep/03/joe-biden/fact-checking-joe-bidens-comparison-violent-crime-/,Speech/Remarks,Campaign,When I was vice president; violent crime fell 15% in this country. ... The murder rate now is up 26% across the nation this year under Donald Trump.',Fact-checking Joe Biden's comparison of violent crime; murders data,en,PolitiFact,politifact.com,,2020-08-31T00:00:00Z,Joe Biden,Joe Biden,Democratic,Half True,,4 Half True,True)ish,TRUE,1890
,5378,http://www.politifact.com/factchecks/2016/apr/21/hillary-clinton/hillary-clinton-history-shows-win-bernie-sanders/,Public Event,,When I withdrew in June of 2008; polls were showing that at least 40 percent of my supporters said; oh; they weren't going to support Sen. Obama.',Hillary Clinton says history shows she can win over Bernie Sanders supporters,en,PolitiFact,politifact.com,2016-04-21T21:21:19Z,2016-04-21T00:00:00Z,Hillary Clinton,Hillary Clinton,Democratic,Mostly True,,5 Mostly True,True)ish,TRUE,2042
,5925,https://www.politifact.com/factchecks/2019/nov/05/pete-buttigieg/fact-checking-pete-buttigieg-success-democratic-pr/,Interview,,When it comes to electability; every single time my party has won the presidency in the last 50 years; it’s been with a candidate who was new on the national scene; hadn’t spent a lot of time in Washington; and represented a new generation of leadership.',Fact-checking Pete Buttigieg on the success of Democratic presidential nominees in last 50 years,en,PolitiFact,politifact.com,,2019-10-30T00:00:00Z,Pete Buttigieg,Pete Buttigieg,Democratic,Mostly True,,5 Mostly True,True)ish,TRUE,822
,4612,https://www.politifact.com/factchecks/2019/dec/03/david-dipietro/dipietros-claim-about-welfare-benefits-lacks-evide/,Interview,,When it comes to how many of the 35 different federal welfare benefits each state can offer; 'the average in the country is about 12 to 14. Why are we giving every one?',DiPietro's claim about welfare benefits lacks evidence,en,PolitiFact,politifact.com,,2019-10-30T00:00:00Z,David DiPietro,David DiPietro,Republican,FALSE,,2 False,False(ish),TRUE,1560
,6122,https://www.politifact.com/factchecks/2019/dec/19/barry-loudermilk/false-claim-comparing-jesus-pontius-pilate-and-tru/,Speech/Remarks,Unspecified,When Jesus was falsely accused of treason; Pontius Pilate gave Jesus the opportunity to face his accusers. During that sham trial; Pontius Pilate afforded more rights to Jesus than the Democrats have afforded this president in this process.',The False claim comparing Jesus before Pontius Pilate and Trump's impeachment,en,PolitiFact,politifact.com,,2019-12-18T00:00:00Z,Barry Loudermilk,Barry Loudermilk,Republican,FALSE,,2 False,False(ish),TRUE,2006
,2973,https://www.politifact.com/factchecks/2016/jul/28/john-shimkus/shimkus-shortens-war-poverty-make-point/,Social Media,Twitter,When LBJ started #WarOnPoverty; 14% of Americans lived in poverty. 50 yrs later; 14% still do. There's a #BetterWay.',Shimkus shortens War on Poverty; crunches soggy data to make a point,en,PolitiFact,politifact.com,2016-10-14T18:08:52Z,2016-06-07T00:00:00Z,John Shimkus,John Shimkus,Republican,Mostly False,,3 Mostly False,False(ish),TRUE,1903
,2767,http://www.politifact.com/factchecks/2016/sep/15/tim-kaine/kaine-accurately-recalls-time-gadhafi-had-tent-put/,Speech/Remarks,Unspecified,When Moammar Gadhafi was set to visit the United Nations; and no one would let him stay in New York; Trump allowed Gadhafi to set up an elaborate tent at his Westchester County (New York) estate.',Kaine accurately recalls the time Gadhafi had a tent put up on Trump's estate,en,PolitiFact,politifact.com,2016-09-15T17:48:40Z,2016-09-06T00:00:00Z,Tim Kaine,Tim Kaine,Democratic,TRUE,,6 True,True)ish,TRUE,1
,7003,http://www.politifact.com/factchecks/2016/mar/09/bernie-s/bernie-sanders-says-hillary-clinton-opposed-driver/,Debate,Election Debate,When New York Gov. Eliot Spitzer wanted to 'provide driver’s licenses to those who are undocumented. (Hillary Clinton) said don’t do it.',Bernie Sanders says that Hillary Clinton opposed driver's licenses for illegal immigrants,en,PolitiFact,politifact.com,2016-05-11T18:13:36Z,2016-03-09T00:00:00Z,Bernie Sanders,Bernie Sanders,Democratic,Mostly True,,5 Mostly True,True)ish,TRUE,1574
,5759,http://www.politifact.com/factchecks/2017/nov/17/marsha-blackburn/rep-blackburn-claims-phoenix-murder-rate-decline-l/,Written Statement,,When Phoenix dropped its sanctuary city policy in 2008; its murder rate fell 27 percent the following year.',Rep. Blackburn claims Phoenix murder rate decline linked to sanctuary city policy drop,en,PolitiFact,politifact.com,2017-11-17T15:50:35Z,2017-11-09T00:00:00Z,Marsha Blackburn,Marsha Blackburn,Republican,Half True,,4 Half True,True)ish,TRUE,2288
,7100,https://www.politifact.com/factchecks/2019/sep/20/rick-scott/florida-sen-rick-scott-misleads-about-record-fundi/,Interview,,When Rick Scott was governor; Florida 'invested record funding in HIV/AIDS prevention.',Florida Sen. Rick Scott misleads about 'record funding' for HIV prevention,en,PolitiFact,politifact.com,,2019-09-11T00:00:00Z,Rick Scott,Rick Scott,Republican,Mostly False,,3 Mostly False,False(ish),TRUE,429
,6627,http://www.politifact.com/factchecks/2017/feb/22/rick-scott/war-florida-house-about-enterprise-florida-gov-ric/,Interview,,When the House wants to stop Enterprise Florida ... they’re hurting our rural communities.',Gov. Rick Scott says cutting Enterprise Florida will hurt rural areas,en,PolitiFact,politifact.com,2017-02-22T16:46:14Z,2017-02-07T00:00:00Z,Gov. Rick Scott,Rick Scott,Republican,Mostly False,,3 Mostly False,False(ish),TRUE,2432
,1782,http://www.politifact.com/factchecks/2017/jul/25/charles-schumer/yes-chuck-schumer-oil-prices-do-fall/,TV Appearance,ABC,When the price for oil goes up on the markets; it goes right up; but it never goes down.',Yes; Chuck Schumer; oil prices do sometimes fall,en,PolitiFact,politifact.com,2017-07-25T21:17:57Z,2017-07-23T00:00:00Z,Charles Schumer,Chuck Schumer,Democratic,FALSE,,2 False,False(ish),TRUE,306
,575,https://www.politifact.com/factchecks/2019/aug/02/kirsten-gillibrand/fact-checking-attack-joe-biden-about-his-words-wom/,Debate,Election Debate,When the Senate was debating middle-class affordability for child care;' then-Sen. Joe Biden 'voted against it; the only vote; but what he wrote (in) an op-ed was that he believed that women working outside the home would; quote; ‘create the deterioration of family.’ He also said that women who were working outside the home were; quote; ‘avoiding responsibility.’',Fact-checking the Joe Biden; Kirsten Gillibrand spat over 1980s child care tax credit vote,en,PolitiFact,politifact.com,,2019-07-31T00:00:00Z,Kirsten Gillibrand,Kirsten Gillibrand,Democratic,Half True,,4 Half True,True)ish,TRUE,2380
,4893,http://www.politifact.com/factchecks/2016/feb/25/marco-rubio/rubio-we-wiped-out-obamacare-bailout-fund-insuranc/,Debate,Election Debate,When they passed Obamacare; they put a bailout fund in Obamacare. … We led the effort and wiped out that bailout fund.',Marco Rubio: We 'wiped out' Obamacare 'bailout fund' for insurance companies,en,PolitiFact,politifact.com,2016-06-27T16:03:53Z,2016-02-25T00:00:00Z,Marco Rubio,Marco Rubio,Republican,Mostly False,,3 Mostly False,False(ish),TRUE,2075
,935,https://www.politifact.com/factchecks/2020/feb/20/michael-bloomberg/fact-checking-mike-bloombergs-claim-95-decline-sto/,Debate,Election Debate,When we discovered; I discovered; that we were doing many; many; too many stop and frisks; we cut 95% of it out.',Mike Bloomberg's claim of 95% reduction in stop-and-frisk policy needs context,en,PolitiFact,politifact.com,,2020-02-20T00:00:00Z,Michael Bloomberg,Michael Bloomberg,Democratic,Half True,,4 Half True,True)ish,TRUE,1600
,1225,http://www.politifact.com/factchecks/2015/oct/11/debbie-wasserman-schultz/wasserman-schultz-under-conservative-republican-pr/,Speech/Remarks,Unspecified,When we had a conservative Republican president we were losing 750;000 jobs a month.',Wasserman Schultz: Under 'conservative Republican president we were losing 750;000 jobs a month',en,PolitiFact,politifact.com,2016-05-12T14:36:37Z,2015-10-11T00:00:00Z,Debbie Wasserman Schultz,Debbie Wasserman Schultz,Democratic,Mostly True,,5 Mostly True,True)ish,TRUE,2311
,764,http://www.politifact.com/factchecks/2018/jan/23/jon-husted/ohio-secretary-state-jon-husteds-tweets-about-clos/,Social Media,Twitter,When we say ‘one vote matters;’ it’s not just a saying – it has proven true 141 times in #Ohio over the last five years.',Ohio Secretary of State Jon Husted's tweets about close elections is accurate,en,PolitiFact,politifact.com,2018-01-23T17:58:31Z,2018-01-03T00:00:00Z,Jon Husted,Jon Husted,Republican,TRUE,,6 True,True)ish,TRUE,959
,5519,http://www.politifact.com/factchecks/2017/jun/02/mike-mccabe/richest-1-percent-pay-lowest-rate-state-and-local/,TV Appearance,Regional Station,When you look at all the state and local taxes we pay in Wisconsin; the wealthiest 1 percent pay the lowest overall tax rate.',Richest 1 percent pay lowest rate of state and local taxes in Wisconsin?,en,PolitiFact,politifact.com,2017-06-06T18:32:56Z,2017-05-21T00:00:00Z,Mike McCabe,Mike McCabe,Democratic,Mostly True,,5 Mostly True,True)ish,FALSE,2004
,3259,http://www.politifact.com/factchecks/2017/jun/12/ivanka-trump/ivanka-trump-target-figures-women-stem-fields/,TV Appearance,FOX,While (women) represent 47 percent of the overall work force; we only make up 23 percent of STEM-related occupations.',Ivanka Trump on target with figures on women in STEM fields,en,PolitiFact,politifact.com,2017-06-12T20:36:20Z,2017-06-12T00:00:00Z,Ivanka Trump,Ivanka Trump,Republican,Mostly True,,5 Mostly True,True)ish,FALSE,707
,3986,http://www.politifact.com/factchecks/2017/jul/18/kevin-mccarthy/kevin-mccarthy-ignores-key-facts-claim-california-/,Speech/Remarks,Unspecified,While California’s population has doubled since the 1970s; we haven’t completed a single major (water) storage project in that time.',Kevin McCarthy ignores key facts in claim on California water storage,en,PolitiFact,politifact.com,2017-07-19T00:56:26Z,2017-07-12T00:00:00Z,Kevin McCarthy,Kevin McCarthy (California politician),Republican,Half True,,4 Half True,True)ish,TRUE,1004
,3363,https://www.politifact.com/factchecks/2019/nov/21/nikki-fried/2019-few-florida-felons-got-their-voting-rights-ba/,Interview,,While previous clemency boards granted restoration of civil rights to thousands of Floridians; 'so far this year; under this clemency board; four (felons) have gotten their rights back.',In 2019; few Florida felons got their voting rights back through clemency board,en,PolitiFact,politifact.com,,2019-10-29T00:00:00Z,Nikki Fried,Nikki Fried,Democratic,Mostly True,,5 Mostly True,True)ish,TRUE,2230
,3835,https://www.politifact.com/factchecks/2018/aug/30/mike-dewine/fact-checking-mike-dewines-attack-rich-cordray-abo/,Advertisement,,While Richard Cordray was Attorney General; 12;000 rape kits like Allyssa's were left untested. Cordray's failure left serial rapists free to strike again. Then Mike DeWine became Attorney General. He tested all 12;000 rape kits. Now hundreds of rapists are behind bars.',Fact-checking Mike DeWine's attack on Rich Cordray about rape kit testing,en,PolitiFact,politifact.com,2018-08-30T17:50:26Z,2018-08-22T00:00:00Z,Mike DeWine,Mike DeWine,Republican,Half True,,4 Half True,True)ish,TRUE,1447
,966,http://www.politifact.com/factchecks/2016/may/31/ted-strickland/ted-strickland-doesnt-have-super-pac/,Written Statement,Campaign,While Rob Portman relies on his super PAC and a handful of billionaires to do his dirty work; we don’t have a super PAC...',Ted Strickland doesn't have a super PAC?,en,PolitiFact,politifact.com,2016-05-31T21:26:47Z,2016-05-14T00:00:00Z,Ted Strickland,Ted Strickland,Democratic,Half True,,4 Half True,True)ish,TRUE,566
,1404,https://www.politifact.com/factchecks/2020/oct/28/chris-jacobs/jacobs-charge-mcmurray-raised-taxes-grand-island-c/,Written Statement,Campaign,While serving as Town Supervisor; Nate McMurray voted to raise taxes on homeowners.',Jacob's charge that McMurray raised taxes on Grand Island is correct,en,PolitiFact,politifact.com,,2020-10-21T00:00:00Z,Chris Jacobs,Chris Jacobs (politician),Republican,TRUE,,6 True,True)ish,TRUE,244
